2022-11-15 09:46:39,829 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 09:46:39,833 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 09:48:56,130 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 09:48:56,135 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 09:49:07,803 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 09:49:07,805 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 09:49:31,050 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 09:49:31,053 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 09:50:27,760 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 09:50:27,763 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 10:00:02,779 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:00:02,783 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 10:01:29,113 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:01:29,118 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 10:04:25,802 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:04:25,808 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 10:05:07,228 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:05:07,233 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 6 records en total - Terminar funcion
2022-11-15 10:05:13,111 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:05:13,118 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 8 con exito - Terminar funcion
2022-11-15 10:05:13,119 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:05:13,122 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 5 records en total - Terminar funcion
2022-11-15 10:05:23,896 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:05:23,899 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 11 con exito - Terminar funcion
2022-11-15 10:05:23,900 - ERROR      - observador.py - borrar_tbl - Excepcion: [Errno 54] Connection reset by peer
2022-11-15 10:10:01,461 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:10:01,468 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 4 records en total - Terminar funcion
2022-11-15 10:10:05,586 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:10:05,590 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 10 con exito - Terminar funcion
2022-11-15 10:10:05,591 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:10:05,594 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-11-15 10:10:13,154 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:11:17,282 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:11:17,287 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-11-15 10:14:09,778 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:14:31,498 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:16:00,922 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:16:59,237 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:17:27,144 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:17:27,147 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 3 records en total - Terminar funcion
2022-11-15 10:17:32,840 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:17:32,846 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 7 con exito - Terminar funcion
2022-11-15 10:17:32,848 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:17:32,852 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-11-15 10:26:30,669 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:26:30,673 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
2022-11-15 10:26:36,153 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:26:36,168 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 5 con exito - Terminar funcion
2022-11-15 10:26:36,170 - ERROR      - observador.py - borrar_tbl - Excepcion: [Errno 61] Connection refused
2022-11-15 10:27:42,710 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:27:42,715 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 1 records en total - Terminar funcion
2022-11-15 10:27:47,749 - INFO       - observador.py - borrar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:27:47,765 - INFO       - observador.py - borrar_tbl - Devuelto: borrar el usario con usario_id: 6 con exito - Terminar funcion
2022-11-15 10:27:47,768 - ERROR      - observador.py - borrar_tbl - Excepcion: [Errno 61] Connection refused
2022-11-15 10:28:25,189 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:28:25,190 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 0 records en total - Terminar funcion
2022-11-15 10:28:34,354 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:28:34,366 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 1 con correo: s@s.cm y empresa: s con exito - Terminar funcion
2022-11-15 10:28:34,369 - ERROR      - observador.py - alta_tbl - Excepcion: [Errno 61] Connection refused
2022-11-15 10:28:39,091 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:28:39,092 - ERROR      - observador.py - alta_tbl - Excepcion: UNIQUE constraint failed: usarios.correo
2022-11-15 10:28:44,007 - INFO       - observador.py - alta_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:28:44,010 - INFO       - observador.py - alta_tbl - Devuelto: agregar usario 2 con correo: s@ss.cm y empresa: s con exito - Terminar funcion
2022-11-15 10:28:44,012 - INFO       - observador.py - actualizar_tbl - Comenzando la interacción con la base de datos
2022-11-15 10:28:44,017 - INFO       - observador.py - actualizar_tbl - Devuelto: actualizar la tabla con exito, hay 2 records en total - Terminar funcion
